2023-09-30 21:38:32,016.bbq_producer.INFO ==================================================
2023-09-30 21:38:32,041.bbq_producer.INFO Today is 2023-09-30 at 09:38 PM
2023-09-30 21:38:32,166.bbq_producer.INFO Running on: nt Windows 10
2023-09-30 21:38:32,300.bbq_producer.INFO Python version:  3.10.9
2023-09-30 21:38:32,386.bbq_producer.INFO Python path: C:\Users\amaar\anaconda3
2023-09-30 21:38:32,401.bbq_producer.INFO Working dir: C:\Users\amaar\OneDrive\Desktop\NW\Data Streaming\streaming-06-smart-smoker-
2023-09-30 21:38:32,432.bbq_producer.INFO ==================================================
2023-09-30 21:38:37,962.bbq_producer.INFO Seeing if you want to monitor RabbitMQ queues
2023-09-30 21:38:40,052.bbq_producer.INFO Answer is y.
2023-09-30 21:38:50,497.bbq_producer.INFO Skipping header row
2023-09-30 21:41:51,810.bbq_producer.INFO  [x] Sent ('5/22/2021 12:23', '92') to 01-smoker
2023-09-30 21:41:51,852.bbq_producer.INFO  [x] Sent ('5/22/2021 12:23', '') to 02-food-A
2023-09-30 21:41:51,939.bbq_producer.INFO  [x] Sent ('5/22/2021 12:23', '') to 02-food-B
2023-09-30 21:42:22,013.bbq_producer.INFO  [x] Sent ('5/22/2021 12:23', '92') to 01-smoker
2023-09-30 21:42:22,033.bbq_producer.INFO  [x] Sent ('5/22/2021 12:23', '') to 02-food-A
2023-09-30 21:42:22,042.bbq_producer.INFO  [x] Sent ('5/22/2021 12:23', '') to 02-food-B
2023-09-30 21:42:52,170.bbq_producer.INFO  [x] Sent ('5/22/2021 12:24', '96.8') to 01-smoker
2023-09-30 21:42:52,233.bbq_producer.INFO  [x] Sent ('5/22/2021 12:24', '') to 02-food-A
2023-09-30 21:42:52,381.bbq_producer.INFO  [x] Sent ('5/22/2021 12:24', '') to 02-food-B
2023-09-30 21:43:22,593.bbq_producer.INFO  [x] Sent ('5/22/2021 12:24', '96.8') to 01-smoker
2023-09-30 21:43:22,640.bbq_producer.INFO  [x] Sent ('5/22/2021 12:24', '') to 02-food-A
2023-09-30 21:43:22,653.bbq_producer.INFO  [x] Sent ('5/22/2021 12:24', '') to 02-food-B
2023-09-30 21:43:52,874.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '100.6') to 01-smoker
2023-09-30 21:43:53,107.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '') to 02-food-A
2023-09-30 21:43:53,404.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '') to 02-food-B
2023-09-30 21:44:23,709.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '100.9') to 01-smoker
2023-09-30 21:44:23,752.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '') to 02-food-A
2023-09-30 21:44:23,821.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '') to 02-food-B
2023-09-30 21:44:53,962.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '100.9') to 01-smoker
2023-09-30 21:44:53,965.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '') to 02-food-A
2023-09-30 21:44:53,966.bbq_producer.INFO  [x] Sent ('5/22/2021 12:25', '') to 02-food-B
2023-09-30 21:45:24,004.bbq_producer.INFO  [x] Sent ('5/22/2021 12:26', '104.8') to 01-smoker
2023-09-30 21:45:24,034.bbq_producer.INFO  [x] Sent ('5/22/2021 12:26', '') to 02-food-A
2023-09-30 21:45:24,069.bbq_producer.INFO  [x] Sent ('5/22/2021 12:26', '') to 02-food-B
2023-09-30 21:45:54,182.bbq_producer.INFO  [x] Sent ('5/22/2021 12:26', '104.8') to 01-smoker
2023-09-30 21:45:54,232.bbq_producer.INFO  [x] Sent ('5/22/2021 12:26', '') to 02-food-A
2023-09-30 21:45:54,338.bbq_producer.INFO  [x] Sent ('5/22/2021 12:26', '') to 02-food-B
2023-09-30 21:46:24,397.bbq_producer.INFO  [x] Sent ('5/22/2021 12:27', '108.2') to 01-smoker
2023-09-30 21:46:24,408.bbq_producer.INFO  [x] Sent ('5/22/2021 12:27', '') to 02-food-A
2023-09-30 21:46:24,423.bbq_producer.INFO  [x] Sent ('5/22/2021 12:27', '') to 02-food-B
2023-09-30 21:46:54,479.bbq_producer.INFO  [x] Sent ('5/22/2021 12:27', '108.2') to 01-smoker
2023-09-30 21:46:54,589.bbq_producer.INFO  [x] Sent ('5/22/2021 12:27', '') to 02-food-A
2023-09-30 21:46:54,645.bbq_producer.INFO  [x] Sent ('5/22/2021 12:27', '') to 02-food-B
2023-09-30 21:47:24,771.bbq_producer.INFO  [x] Sent ('5/22/2021 12:28', '111.4') to 01-smoker
2023-09-30 21:47:24,844.bbq_producer.INFO  [x] Sent ('5/22/2021 12:28', '') to 02-food-A
2023-09-30 21:47:24,905.bbq_producer.INFO  [x] Sent ('5/22/2021 12:28', '') to 02-food-B
2023-09-30 21:47:55,014.bbq_producer.INFO  [x] Sent ('5/22/2021 12:28', '111.4') to 01-smoker
2023-09-30 21:47:55,108.bbq_producer.INFO  [x] Sent ('5/22/2021 12:28', '') to 02-food-A
2023-09-30 21:47:55,128.bbq_producer.INFO  [x] Sent ('5/22/2021 12:28', '') to 02-food-B
2023-09-30 21:48:25,201.bbq_producer.INFO  [x] Sent ('5/22/2021 12:29', '114.2') to 01-smoker
2023-09-30 21:48:25,258.bbq_producer.INFO  [x] Sent ('5/22/2021 12:29', '') to 02-food-A
2023-09-30 21:48:25,273.bbq_producer.INFO  [x] Sent ('5/22/2021 12:29', '') to 02-food-B
2023-09-30 21:48:55,954.bbq_producer.INFO  [x] Sent ('5/22/2021 12:29', '114.2') to 01-smoker
2023-09-30 21:48:56,381.bbq_producer.INFO  [x] Sent ('5/22/2021 12:29', '') to 02-food-A
2023-09-30 21:48:56,913.bbq_producer.INFO  [x] Sent ('5/22/2021 12:29', '') to 02-food-B
2023-09-30 21:49:27,201.bbq_producer.INFO  [x] Sent ('5/22/2021 12:30', '116.9') to 01-smoker
2023-09-30 21:49:27,278.bbq_producer.INFO  [x] Sent ('5/22/2021 12:30', '') to 02-food-A
2023-09-30 21:49:27,416.bbq_producer.INFO  [x] Sent ('5/22/2021 12:30', '') to 02-food-B
2023-09-30 21:49:57,478.bbq_producer.INFO  [x] Sent ('5/22/2021 12:30', '116.9') to 01-smoker
2023-09-30 21:49:57,483.bbq_producer.INFO  [x] Sent ('5/22/2021 12:30', '') to 02-food-A
2023-09-30 21:49:57,487.bbq_producer.INFO  [x] Sent ('5/22/2021 12:30', '') to 02-food-B
2023-09-30 21:50:27,521.bbq_producer.INFO  [x] Sent ('5/22/2021 12:31', '119.4') to 01-smoker
2023-09-30 21:50:27,525.bbq_producer.INFO  [x] Sent ('5/22/2021 12:31', '') to 02-food-A
2023-09-30 21:50:27,532.bbq_producer.INFO  [x] Sent ('5/22/2021 12:31', '') to 02-food-B
2023-09-30 21:50:57,580.bbq_producer.INFO  [x] Sent ('5/22/2021 12:31', '119.4') to 01-smoker
2023-09-30 21:50:57,599.bbq_producer.INFO  [x] Sent ('5/22/2021 12:31', '') to 02-food-A
2023-09-30 21:50:57,720.bbq_producer.INFO  [x] Sent ('5/22/2021 12:31', '') to 02-food-B
2023-09-30 21:51:27,807.bbq_producer.INFO  [x] Sent ('5/22/2021 12:32', '120.1') to 01-smoker
2023-09-30 21:51:27,819.bbq_producer.INFO  [x] Sent ('5/22/2021 12:32', '') to 02-food-A
2023-09-30 21:51:27,842.bbq_producer.INFO  [x] Sent ('5/22/2021 12:32', '') to 02-food-B
2023-09-30 21:51:57,878.bbq_producer.INFO  [x] Sent ('5/22/2021 12:32', '120.1') to 01-smoker
2023-09-30 21:51:57,888.bbq_producer.INFO  [x] Sent ('5/22/2021 12:32', '') to 02-food-A
2023-09-30 21:51:57,921.bbq_producer.INFO  [x] Sent ('5/22/2021 12:32', '') to 02-food-B
2023-09-30 21:52:27,998.bbq_producer.INFO  [x] Sent ('5/22/2021 12:33', '106.2') to 01-smoker
2023-09-30 21:52:28,061.bbq_producer.INFO  [x] Sent ('5/22/2021 12:33', '') to 02-food-A
2023-09-30 21:52:28,102.bbq_producer.INFO  [x] Sent ('5/22/2021 12:33', '') to 02-food-B
2023-09-30 21:52:58,173.bbq_producer.INFO  [x] Sent ('5/22/2021 12:33', '106.2') to 01-smoker
2023-09-30 21:52:58,178.bbq_producer.INFO  [x] Sent ('5/22/2021 12:33', '') to 02-food-A
2023-09-30 21:52:58,187.bbq_producer.INFO  [x] Sent ('5/22/2021 12:33', '') to 02-food-B
2023-09-30 21:53:28,275.bbq_producer.INFO  [x] Sent ('5/22/2021 12:34', '103.5') to 01-smoker
2023-09-30 21:53:28,361.bbq_producer.INFO  [x] Sent ('5/22/2021 12:34', '') to 02-food-A
2023-09-30 21:53:28,433.bbq_producer.INFO  [x] Sent ('5/22/2021 12:34', '') to 02-food-B
2023-09-30 21:53:58,506.bbq_producer.INFO  [x] Sent ('5/22/2021 12:34', '103.5') to 01-smoker
2023-09-30 21:53:58,516.bbq_producer.INFO  [x] Sent ('5/22/2021 12:34', '') to 02-food-A
2023-09-30 21:53:58,544.bbq_producer.INFO  [x] Sent ('5/22/2021 12:34', '') to 02-food-B
2023-09-30 21:54:28,666.bbq_producer.INFO  [x] Sent ('5/22/2021 12:35', '105.3') to 01-smoker
2023-09-30 21:54:28,764.bbq_producer.INFO  [x] Sent ('5/22/2021 12:35', '') to 02-food-A
2023-09-30 21:54:28,812.bbq_producer.INFO  [x] Sent ('5/22/2021 12:35', '') to 02-food-B
2023-09-30 21:54:58,868.bbq_producer.INFO  [x] Sent ('5/22/2021 12:35', '105.3') to 01-smoker
2023-09-30 21:54:58,876.bbq_producer.INFO  [x] Sent ('5/22/2021 12:35', '') to 02-food-A
2023-09-30 21:54:58,980.bbq_producer.INFO  [x] Sent ('5/22/2021 12:35', '') to 02-food-B
2023-09-30 21:55:29,233.bbq_producer.INFO  [x] Sent ('5/22/2021 12:36', '106.9') to 01-smoker
2023-09-30 21:55:29,300.bbq_producer.INFO  [x] Sent ('5/22/2021 12:36', '') to 02-food-A
2023-09-30 21:55:29,362.bbq_producer.INFO  [x] Sent ('5/22/2021 12:36', '') to 02-food-B
2023-09-30 21:55:59,631.bbq_producer.INFO  [x] Sent ('5/22/2021 12:36', '106.9') to 01-smoker
2023-09-30 21:56:00,113.bbq_producer.INFO  [x] Sent ('5/22/2021 12:36', '') to 02-food-A
2023-09-30 21:56:00,392.bbq_producer.INFO  [x] Sent ('5/22/2021 12:36', '') to 02-food-B
2023-09-30 21:56:30,774.bbq_producer.INFO  [x] Sent ('5/22/2021 12:37', '111.9') to 01-smoker
2023-09-30 21:56:30,875.bbq_producer.INFO  [x] Sent ('5/22/2021 12:37', '') to 02-food-A
2023-09-30 21:56:30,964.bbq_producer.INFO  [x] Sent ('5/22/2021 12:37', '') to 02-food-B
2023-09-30 21:57:01,196.bbq_producer.INFO  [x] Sent ('5/22/2021 12:37', '111.9') to 01-smoker
2023-09-30 21:57:01,314.bbq_producer.INFO  [x] Sent ('5/22/2021 12:37', '') to 02-food-A
2023-09-30 21:57:01,410.bbq_producer.INFO  [x] Sent ('5/22/2021 12:37', '') to 02-food-B
2023-09-30 21:57:31,678.bbq_producer.INFO  [x] Sent ('5/22/2021 12:38', '114.2') to 01-smoker
2023-09-30 21:57:31,690.bbq_producer.INFO  [x] Sent ('5/22/2021 12:38', '') to 02-food-A
2023-09-30 21:57:31,708.bbq_producer.INFO  [x] Sent ('5/22/2021 12:38', '') to 02-food-B
2023-09-30 21:58:01,749.bbq_producer.INFO  [x] Sent ('5/22/2021 12:38', '114.2') to 01-smoker
2023-09-30 21:58:01,786.bbq_producer.INFO  [x] Sent ('5/22/2021 12:38', '') to 02-food-A
2023-09-30 21:58:01,791.bbq_producer.INFO  [x] Sent ('5/22/2021 12:38', '') to 02-food-B
2023-09-30 21:58:31,822.bbq_producer.INFO  [x] Sent ('5/22/2021 12:39', '115.5') to 01-smoker
2023-09-30 21:58:31,834.bbq_producer.INFO  [x] Sent ('5/22/2021 12:39', '') to 02-food-A
2023-09-30 21:58:31,839.bbq_producer.INFO  [x] Sent ('5/22/2021 12:39', '') to 02-food-B
2023-09-30 21:59:01,942.bbq_producer.INFO  [x] Sent ('5/22/2021 12:39', '115.5') to 01-smoker
2023-09-30 21:59:01,985.bbq_producer.INFO  [x] Sent ('5/22/2021 12:39', '') to 02-food-A
2023-09-30 21:59:02,154.bbq_producer.INFO  [x] Sent ('5/22/2021 12:39', '') to 02-food-B
2023-09-30 21:59:32,330.bbq_producer.INFO  [x] Sent ('5/22/2021 12:40', '112.6') to 01-smoker
2023-09-30 21:59:32,416.bbq_producer.INFO  [x] Sent ('5/22/2021 12:40', '') to 02-food-A
2023-09-30 21:59:32,493.bbq_producer.INFO  [x] Sent ('5/22/2021 12:40', '') to 02-food-B
2023-09-30 22:00:02,759.bbq_producer.INFO  [x] Sent ('5/22/2021 12:40', '112.6') to 01-smoker
2023-09-30 22:00:02,998.bbq_producer.INFO  [x] Sent ('5/22/2021 12:40', '') to 02-food-A
2023-09-30 22:00:03,047.bbq_producer.INFO  [x] Sent ('5/22/2021 12:40', '') to 02-food-B
2023-09-30 22:00:33,177.bbq_producer.INFO  [x] Sent ('5/22/2021 12:41', '118.8') to 01-smoker
2023-09-30 22:00:33,259.bbq_producer.INFO  [x] Sent ('5/22/2021 12:41', '') to 02-food-A
2023-09-30 22:00:33,341.bbq_producer.INFO  [x] Sent ('5/22/2021 12:41', '') to 02-food-B
2023-09-30 22:01:03,524.bbq_producer.INFO  [x] Sent ('5/22/2021 12:41', '118.8') to 01-smoker
2023-09-30 22:01:03,622.bbq_producer.INFO  [x] Sent ('5/22/2021 12:41', '') to 02-food-A
2023-09-30 22:01:03,758.bbq_producer.INFO  [x] Sent ('5/22/2021 12:41', '') to 02-food-B
2023-09-30 22:01:34,003.bbq_producer.INFO  [x] Sent ('5/22/2021 12:42', '113.2') to 01-smoker
2023-09-30 22:01:34,225.bbq_producer.INFO  [x] Sent ('5/22/2021 12:42', '') to 02-food-A
2023-09-30 22:01:34,333.bbq_producer.INFO  [x] Sent ('5/22/2021 12:42', '') to 02-food-B
2023-09-30 22:02:04,555.bbq_producer.INFO  [x] Sent ('5/22/2021 12:42', '113.2') to 01-smoker
2023-09-30 22:02:04,587.bbq_producer.INFO  [x] Sent ('5/22/2021 12:42', '') to 02-food-A
2023-09-30 22:02:04,644.bbq_producer.INFO  [x] Sent ('5/22/2021 12:42', '') to 02-food-B
2023-09-30 22:02:34,796.bbq_producer.INFO  [x] Sent ('5/22/2021 12:43', '126.7') to 01-smoker
2023-09-30 22:02:34,833.bbq_producer.INFO  [x] Sent ('5/22/2021 12:43', '') to 02-food-A
2023-09-30 22:02:34,884.bbq_producer.INFO  [x] Sent ('5/22/2021 12:43', '') to 02-food-B
2023-09-30 22:03:05,052.bbq_producer.INFO  [x] Sent ('5/22/2021 12:43', '126.7') to 01-smoker
2023-09-30 22:03:05,058.bbq_producer.INFO  [x] Sent ('5/22/2021 12:43', '') to 02-food-A
2023-09-30 22:03:05,062.bbq_producer.INFO  [x] Sent ('5/22/2021 12:43', '') to 02-food-B
2023-09-30 22:03:35,074.bbq_producer.INFO  [x] Sent ('5/22/2021 12:44', '130') to 01-smoker
2023-09-30 22:03:35,077.bbq_producer.INFO  [x] Sent ('5/22/2021 12:44', '') to 02-food-A
2023-09-30 22:03:35,079.bbq_producer.INFO  [x] Sent ('5/22/2021 12:44', '') to 02-food-B
2023-09-30 22:04:05,130.bbq_producer.INFO  [x] Sent ('5/22/2021 12:44', '130') to 01-smoker
2023-09-30 22:04:05,144.bbq_producer.INFO  [x] Sent ('5/22/2021 12:44', '') to 02-food-A
2023-09-30 22:04:05,159.bbq_producer.INFO  [x] Sent ('5/22/2021 12:44', '') to 02-food-B
2023-09-30 22:04:35,202.bbq_producer.INFO  [x] Sent ('5/22/2021 12:45', '130') to 01-smoker
2023-09-30 22:04:35,204.bbq_producer.INFO  [x] Sent ('5/22/2021 12:45', '') to 02-food-A
2023-09-30 22:04:35,207.bbq_producer.INFO  [x] Sent ('5/22/2021 12:45', '') to 02-food-B
2023-09-30 22:05:05,279.bbq_producer.INFO  [x] Sent ('5/22/2021 12:45', '130') to 01-smoker
2023-09-30 22:05:05,345.bbq_producer.INFO  [x] Sent ('5/22/2021 12:45', '') to 02-food-A
2023-09-30 22:05:05,369.bbq_producer.INFO  [x] Sent ('5/22/2021 12:45', '') to 02-food-B
2023-09-30 22:05:35,430.bbq_producer.INFO  [x] Sent ('5/22/2021 12:46', '137.3') to 01-smoker
2023-09-30 22:05:35,432.bbq_producer.INFO  [x] Sent ('5/22/2021 12:46', '') to 02-food-A
2023-09-30 22:05:35,434.bbq_producer.INFO  [x] Sent ('5/22/2021 12:46', '') to 02-food-B
2023-09-30 22:06:05,448.bbq_producer.INFO  [x] Sent ('5/22/2021 12:46', '137.3') to 01-smoker
2023-09-30 22:06:05,453.bbq_producer.INFO  [x] Sent ('5/22/2021 12:46', '') to 02-food-A
2023-09-30 22:06:05,467.bbq_producer.INFO  [x] Sent ('5/22/2021 12:46', '') to 02-food-B
2023-09-30 22:06:35,480.bbq_producer.INFO  [x] Sent ('5/22/2021 12:47', '139.5') to 01-smoker
2023-09-30 22:06:35,485.bbq_producer.INFO  [x] Sent ('5/22/2021 12:47', '') to 02-food-A
2023-09-30 22:06:35,489.bbq_producer.INFO  [x] Sent ('5/22/2021 12:47', '') to 02-food-B
2023-09-30 22:07:05,529.bbq_producer.INFO  [x] Sent ('5/22/2021 12:47', '139.5') to 01-smoker
2023-09-30 22:07:05,562.bbq_producer.INFO  [x] Sent ('5/22/2021 12:47', '') to 02-food-A
2023-09-30 22:07:05,582.bbq_producer.INFO  [x] Sent ('5/22/2021 12:47', '') to 02-food-B
2023-09-30 22:07:35,731.bbq_producer.INFO  [x] Sent ('5/22/2021 12:48', '141.8') to 01-smoker
2023-09-30 22:07:35,827.bbq_producer.INFO  [x] Sent ('5/22/2021 12:48', '') to 02-food-A
2023-09-30 22:07:35,931.bbq_producer.INFO  [x] Sent ('5/22/2021 12:48', '') to 02-food-B
2023-09-30 22:08:06,107.bbq_producer.INFO  [x] Sent ('5/22/2021 12:48', '141.8') to 01-smoker
2023-09-30 22:08:06,157.bbq_producer.INFO  [x] Sent ('5/22/2021 12:48', '') to 02-food-A
2023-09-30 22:08:06,168.bbq_producer.INFO  [x] Sent ('5/22/2021 12:48', '') to 02-food-B
2023-09-30 22:08:36,306.bbq_producer.INFO  [x] Sent ('5/22/2021 12:49', '143.6') to 01-smoker
2023-09-30 22:08:36,359.bbq_producer.INFO  [x] Sent ('5/22/2021 12:49', '') to 02-food-A
2023-09-30 22:08:36,459.bbq_producer.INFO  [x] Sent ('5/22/2021 12:49', '') to 02-food-B
2023-09-30 22:09:06,696.bbq_producer.INFO  [x] Sent ('5/22/2021 12:49', '143.6') to 01-smoker
2023-09-30 22:09:06,784.bbq_producer.INFO  [x] Sent ('5/22/2021 12:49', '') to 02-food-A
2023-09-30 22:09:06,937.bbq_producer.INFO  [x] Sent ('5/22/2021 12:49', '') to 02-food-B
2023-09-30 22:09:37,062.bbq_producer.INFO  [x] Sent ('5/22/2021 12:50', '145') to 01-smoker
2023-09-30 22:09:37,074.bbq_producer.INFO  [x] Sent ('5/22/2021 12:50', '') to 02-food-A
2023-09-30 22:09:37,083.bbq_producer.INFO  [x] Sent ('5/22/2021 12:50', '') to 02-food-B
2023-09-30 22:10:07,121.bbq_producer.INFO  [x] Sent ('5/22/2021 12:50', '145') to 01-smoker
2023-09-30 22:10:07,130.bbq_producer.INFO  [x] Sent ('5/22/2021 12:50', '') to 02-food-A
2023-09-30 22:10:07,140.bbq_producer.INFO  [x] Sent ('5/22/2021 12:50', '') to 02-food-B
2023-09-30 22:10:37,224.bbq_producer.INFO  [x] Sent ('5/22/2021 12:51', '146.2') to 01-smoker
2023-09-30 22:10:37,314.bbq_producer.INFO  [x] Sent ('5/22/2021 12:51', '') to 02-food-A
2023-09-30 22:10:37,374.bbq_producer.INFO  [x] Sent ('5/22/2021 12:51', '') to 02-food-B
2023-09-30 22:11:07,771.bbq_producer.INFO  [x] Sent ('5/22/2021 12:51', '146.2') to 01-smoker
2023-09-30 22:11:07,903.bbq_producer.INFO  [x] Sent ('5/22/2021 12:51', '') to 02-food-A
2023-09-30 22:11:07,976.bbq_producer.INFO  [x] Sent ('5/22/2021 12:51', '') to 02-food-B
2023-09-30 22:11:38,173.bbq_producer.INFO  [x] Sent ('5/22/2021 12:52', '147.5') to 01-smoker
2023-09-30 22:11:38,174.bbq_producer.INFO  [x] Sent ('5/22/2021 12:52', '') to 02-food-A
2023-09-30 22:11:38,176.bbq_producer.INFO  [x] Sent ('5/22/2021 12:52', '') to 02-food-B
2023-09-30 22:12:08,234.bbq_producer.INFO  [x] Sent ('5/22/2021 12:52', '147.5') to 01-smoker
2023-09-30 22:12:08,237.bbq_producer.INFO  [x] Sent ('5/22/2021 12:52', '') to 02-food-A
2023-09-30 22:12:08,238.bbq_producer.INFO  [x] Sent ('5/22/2021 12:52', '') to 02-food-B
2023-09-30 22:12:38,301.bbq_producer.INFO  [x] Sent ('5/22/2021 12:53', '148.7') to 01-smoker
2023-09-30 22:12:38,342.bbq_producer.INFO  [x] Sent ('5/22/2021 12:53', '') to 02-food-A
2023-09-30 22:12:38,453.bbq_producer.INFO  [x] Sent ('5/22/2021 12:53', '') to 02-food-B
2023-09-30 22:13:08,512.bbq_producer.INFO  [x] Sent ('5/22/2021 12:53', '148.7') to 01-smoker
2023-09-30 22:13:08,629.bbq_producer.INFO  [x] Sent ('5/22/2021 12:53', '') to 02-food-A
2023-09-30 22:13:08,712.bbq_producer.INFO  [x] Sent ('5/22/2021 12:53', '') to 02-food-B
2023-09-30 22:13:38,813.bbq_producer.INFO  [x] Sent ('5/22/2021 12:54', '149.9') to 01-smoker
2023-09-30 22:13:38,819.bbq_producer.INFO  [x] Sent ('5/22/2021 12:54', '') to 02-food-A
2023-09-30 22:13:38,831.bbq_producer.INFO  [x] Sent ('5/22/2021 12:54', '') to 02-food-B
2023-09-30 22:14:08,865.bbq_producer.INFO  [x] Sent ('5/22/2021 12:54', '149.9') to 01-smoker
2023-09-30 22:14:08,896.bbq_producer.INFO  [x] Sent ('5/22/2021 12:54', '') to 02-food-A
2023-09-30 22:14:08,928.bbq_producer.INFO  [x] Sent ('5/22/2021 12:54', '') to 02-food-B
2023-09-30 22:14:39,016.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '151.1') to 01-smoker
2023-09-30 22:14:39,020.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '') to 02-food-A
2023-09-30 22:14:39,022.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '') to 02-food-B
2023-09-30 22:15:09,038.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '151.2') to 01-smoker
2023-09-30 22:15:09,042.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '') to 02-food-A
2023-09-30 22:15:09,045.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '') to 02-food-B
2023-09-30 22:15:39,096.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '151.2') to 01-smoker
2023-09-30 22:15:39,213.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '') to 02-food-A
2023-09-30 22:15:39,267.bbq_producer.INFO  [x] Sent ('5/22/2021 12:55', '') to 02-food-B
2023-09-30 22:16:09,416.bbq_producer.INFO  [x] Sent ('5/22/2021 12:56', '152.4') to 01-smoker
2023-09-30 22:16:09,469.bbq_producer.INFO  [x] Sent ('5/22/2021 12:56', '') to 02-food-A
2023-09-30 22:16:09,535.bbq_producer.INFO  [x] Sent ('5/22/2021 12:56', '') to 02-food-B
2023-09-30 22:16:39,598.bbq_producer.INFO  [x] Sent ('5/22/2021 12:56', '152.4') to 01-smoker
2023-09-30 22:16:39,636.bbq_producer.INFO  [x] Sent ('5/22/2021 12:56', '') to 02-food-A
2023-09-30 22:16:39,655.bbq_producer.INFO  [x] Sent ('5/22/2021 12:56', '') to 02-food-B
2023-10-01 10:13:49,769.bbq_producer.INFO  [x] Sent ('5/22/2021 12:57', '153.4') to 01-smoker
2023-10-01 10:13:50,312.bbq_producer.INFO  [x] Sent ('5/22/2021 12:57', '') to 02-food-A
2023-10-01 10:13:50,426.bbq_producer.INFO  [x] Sent ('5/22/2021 12:57', '') to 02-food-B
2023-10-01 10:14:20,620.bbq_producer.INFO  [x] Sent ('5/22/2021 12:57', '153.4') to 01-smoker
2023-10-01 10:14:20,915.bbq_producer.INFO  [x] Sent ('5/22/2021 12:57', '') to 02-food-A
2023-10-01 10:14:21,033.bbq_producer.INFO  [x] Sent ('5/22/2021 12:57', '') to 02-food-B
2023-10-01 10:14:51,251.bbq_producer.INFO  [x] Sent ('5/22/2021 12:58', '154.5') to 01-smoker
